"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","HM00108598","HM00110618","L2074","YA00082404","egd-e"
"group_899","","hypothetical protein","3","3","1","1","67","196","1","","1352","1352","1352","HM00108598_00363","HM00110618_00262","","YA00082404_00611",""
"panC","","Pantothenate synthetase","3","3","1","1","279","174","1","","857","857","857","HM00108598_00394","HM00110618_00293","","YA00082404_00642",""
"group_902","","hypothetical protein","3","3","1","1","68","349","1","","473","473","473","HM00108598_00396","HM00110618_00295","","YA00082404_00644",""
"cca","","CCA-adding enzyme","3","3","1","1","69","267","1","","1181","1181","1181","HM00108598_00398","HM00110618_00297","","YA00082404_00646",""
"thiO","","Glycine oxidase","3","3","1","1","270","348","1","","1106","1106","1106","HM00108598_00403","HM00110618_00302","","YA00082404_00651",""
"group_905","","hypothetical protein","3","3","1","1","264","203","1","","1004","1004","1004","HM00108598_00406","HM00110618_00770","","YA00082404_00654",""
"aroH","","Chorismate mutase AroH","3","3","1","1","70","233","1","","374","374","374","HM00108598_00419","HM00110618_00757","","YA00082404_00667",""
"group_907","","hypothetical protein","3","3","1","1","71","329","1","","1007","1007","1007","HM00108598_00436","HM00110618_00740","","YA00082404_00684",""
"group_908","","hypothetical protein","3","3","1","1","73","91","2","","6011","6011","6011","HM00108598_00438","HM00110618_00738","","YA00082404_00686",""
"group_909","","hypothetical protein","3","3","1","1","72","91","1","","803","803","803","HM00108598_00439","HM00110618_00737","","YA00082404_00687",""
"act","","Methanol dehydrogenase activator","3","3","1","1","211","297","1","","557","557","557","HM00108598_00459","HM00110618_00717","","YA00082404_00707",""
"group_911","","hypothetical protein","3","3","1","1","196","176","1","","485","485","485","HM00108598_00468","HM00110618_00708","","YA00082404_00716",""
"group_912","","hypothetical protein","3","3","1","1","74","187","1","","110","110","110","HM00108598_00492","HM00110618_01590","","YA00082404_02178",""
"group_914","","hypothetical protein","3","3","1","1","588","147","1","","284","284","284","HM00108598_00526","HM00110618_03043","","YA00082404_02675",""
"group_915","","hypothetical protein","3","3","1","1","582","69","2","","1004","1004","1004","HM00108598_00529","HM00110618_02349","","YA00082404_02697",""
"tetA_2","","Tetracycline resistance protein, class C","3","3","1","1","1429","99","2","","1211","1211","1211","HM00108598_00533","HM00110618_02345","","YA00082404_02701",""
"group_917","","hypothetical protein","3","3","1","1","1430","99","1","","470","470","470","HM00108598_00534","HM00110618_02344","","YA00082404_02702",""
"group_918","","hypothetical protein","3","3","1","1","1433","47","1","","6083","6083","6083","HM00108598_00536","HM00110618_02342","","YA00082404_02704",""
"group_919","","hypothetical protein","3","3","1","1","1432","47","2","","257","257","257","HM00108598_00537","HM00110618_02341","","YA00082404_02705",""
"group_92","","hypothetical protein","3","3","1","8","1","61","1","Investigate","410","983","636","HM00108598_03053","HM00110618_03048","","YA00082404_03117",""
"yabJ","","2-iminobutanoate/2-iminopropanoate deaminase","3","3","1","1","1431","47","3","","377","377","377","HM00108598_00538","HM00110618_02340","","YA00082404_02706",""
"gatA_3","","Glutamyl-tRNA(Gln) amidotransferase subunit A","3","3","1","1","1428","144","2","","1847","1847","1847","HM00108598_00543","HM00110618_02335","","YA00082404_02711",""
"group_922","","hypothetical protein","3","3","1","1","1427","144","1","","179","179","179","HM00108598_00544","HM00110618_01339","","YA00082404_00516",""
"pgcA_1","","Phosphoglucomutase","3","3","1","1","1426","290","1","","1673","1673","1673","HM00108598_00559","HM00110618_01354","","YA00082404_00501",""
"group_924","","hypothetical protein","3","3","1","1","1466","180","1","","176","176","176","HM00108598_00561","HM00110618_01356","","YA00082404_00499",""
"group_925","","hypothetical protein","3","3","1","1","1465","234","1","","557","557","557","HM00108598_00563","HM00110618_01358","","YA00082404_00497",""
"group_926","","hypothetical protein","3","3","1","1","1425","259","1","","311","311","311","HM00108598_00565","HM00110618_01360","","YA00082404_00495",""
"group_927","","hypothetical protein","3","3","1","1","1424","185","1","","767","767","767","HM00108598_00574","HM00110618_01369","","YA00082404_00486",""
"group_928","","hypothetical protein","3","3","1","1","1480","333","1","","476","476","476","HM00108598_00576","HM00110618_01371","","YA00082404_00484",""
"ybiA","","N-glycosidase YbiA","3","3","1","1","1422","82","1","","440","440","440","HM00108598_00597","HM00110618_01392","","YA00082404_00463",""
"group_930","","hypothetical protein","3","3","1","1","1423","82","2","","485","485","485","HM00108598_00598","HM00110618_01393","","YA00082404_00462",""
"group_932","","Putative two-component membrane permease complex subunit SMU_747c","3","3","1","1","1523","188","1","","1040","1040","1040","HM00108598_00621","HM00110618_02134","","YA00082404_00439",""
"group_933","","Putative 3-methyladenine DNA glycosylase","3","3","1","1","1420","326","1","","623","623","623","HM00108598_00628","HM00110618_02141","","YA00082404_00432",""
"group_934","","hypothetical protein","3","3","1","1","1419","258","1","","2057","2057","2057","HM00108598_00633","HM00110618_02146","","YA00082404_00427",""
"nfrA1_1","","FMN reductase (NADPH)","3","3","1","1","1418","225","1","","740","740","740","HM00108598_00637","HM00110618_00510","","YA00082404_00423",""
"yfkJ","","Low molecular weight protein-tyrosine-phosphatase YfkJ","3","3","1","1","1417","43","1","","458","458","458","HM00108598_00639","HM00110618_00512","","YA00082404_00421",""
"group_937","","hypothetical protein","3","3","1","1","1416","43","2","","746","746","746","HM00108598_00640","HM00110618_00513","","YA00082404_00420",""
"group_938","","hypothetical protein","3","3","1","1","1415","43","3","","968","968","968","HM00108598_00641","HM00110618_00514","","YA00082404_00419",""
"group_939","","hypothetical protein","3","3","1","1","1570","165","1","","467","467","467","HM00108598_00666","HM00110618_00539","","YA00082404_00394",""
"group_940","","hypothetical protein","3","3","1","1","1414","160","1","","146","146","146","HM00108598_00675","HM00110618_00548","","YA00082404_00385",""
"group_941","","hypothetical protein","3","3","1","1","1588","316","1","","455","455","455","HM00108598_00685","HM00110618_00558","","YA00082404_00375",""
"ogt","","Methylated-DNA--protein-cysteine methyltransferase, constitutive","3","3","1","1","1603","309","1","","479","479","479","HM00108598_00697","HM00110618_00570","","YA00082404_00363",""
"murAB","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2","3","3","1","1","2863","347","1","","1271","1271","1271","HM00108598_00754","HM00110618_00888","","YA00082404_00808",""
"group_944","","hypothetical protein","3","3","1","1","2859","350","1","","437","437","437","HM00108598_00756","HM00110618_00890","","YA00082404_00806",""
"ywlC","","Threonylcarbamoyl-AMP synthase","3","3","1","1","2852","92","2","","1037","1037","1037","HM00108598_00764","HM00110618_00898","","YA00082404_00798",""
"ywle","","Protein-arginine-phosphatase","3","3","1","1","2848","92","1","","407","407","407","HM00108598_00765","HM00110618_00899","","YA00082404_00797",""
"group_947","","hypothetical protein","3","3","1","1","2798","248","1","","398","398","398","HM00108598_00769","HM00110618_00903","","YA00082404_00793",""
"atpE_1","","ATP synthase subunit c","3","3","1","1","2843","198","1","","218","218","218","HM00108598_00771","HM00110618_00905","","YA00082404_00791",""
"menC","","o-succinylbenzoate synthase","3","3","1","1","2827","308","1","","1124","1124","1124","HM00108598_00785","HM00110618_00919","","YA00082404_00777",""
"comFA","","ComF operon protein 1","3","3","1","1","2799","100","2","","1319","1319","1319","HM00108598_00792","HM00110618_00926","","YA00082404_00770",""
"group_952","","hypothetical protein","3","3","1","1","3390","192","1","","386","386","386","HM00108598_00813","HM00110618_00831","","YA00082404_00749",""
"group_953","","hypothetical protein","3","3","1","1","3389","346","1","","1151","1151","1151","HM00108598_00835","HM00110618_00809","","YA00082404_00727",""
"gbpA","","GlcNAc-binding protein A","3","3","1","1","3419","157","1","","1436","1436","1436","HM00108598_00838","HM00110618_00806","","YA00082404_01141",""
"group_955","","hypothetical protein","3","3","1","1","3388","321","1","","335","335","335","HM00108598_00840","HM00110618_00804","","YA00082404_01143",""
"group_956","","hypothetical protein","3","3","1","1","3386","72","1","","965","965","965","HM00108598_00863","HM00110618_00781","","YA00082404_01166",""
"group_957","","hypothetical protein","3","3","1","1","3387","72","2","","419","419","419","HM00108598_00865","HM00110618_00779","","YA00082404_01168",""
"group_959","","hypothetical protein","3","3","1","1","3464","293","1","","284","284","284","HM00108598_00884","HM00110618_02090","","YA00082404_01187",""
"group_960","","hypothetical protein","3","3","1","1","3478","244","1","","314","314","314","HM00108598_00898","HM00110618_02104","","YA00082404_01201",""
"mggB","","Mannosylglucosyl-3-phosphoglycerate phosphatase","3","3","1","1","3483","247","1","","1388","1388","1388","HM00108598_00902","HM00110618_02108","","YA00082404_01205",""
"group_962","","hypothetical protein","3","3","1","1","2319","342","1","","620","620","620","HM00108598_00918","HM00110618_01122","","YA00082404_01555",""
"group_963","","hypothetical protein","3","3","1","1","1314","167","1","","233","233","233","HM00108598_00930","HM00110618_01110","","YA00082404_01543",""
"group_964","","hypothetical protein","3","3","1","1","1315","300","1","","428","428","428","HM00108598_00935","HM00110618_01105","","YA00082404_01538",""
"group_965","","hypothetical protein","3","3","1","1","2288","215","1","","653","653","653","HM00108598_00947","HM00110618_01093","","YA00082404_01526",""
"group_966","","hypothetical protein","3","3","1","1","2281","274","1","","782","782","782","HM00108598_00954","HM00110618_01086","","YA00082404_01519",""
"ytnP","","putative quorum-quenching lactonase YtnP","3","3","1","1","1316","322","1","","851","851","851","HM00108598_00956","HM00110618_01084","","YA00082404_01517",""
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","3","3","1","1","2252","183","1","","1031","1031","1031","HM00108598_00977","HM00110618_01492","","YA00082404_02071",""
"argB","","Acetylglutamate kinase","3","3","1","1","2254","63","1","","752","752","752","HM00108598_00979","HM00110618_01490","","YA00082404_02073",""
"argD","","Acetylornithine aminotransferase","3","3","1","1","2253","63","2","","1160","1160","1160","HM00108598_00980","HM00110618_01489","","YA00082404_02074",""
"group_971","","hypothetical protein","3","3","1","1","2246","246","1","","536","536","536","HM00108598_00984","HM00110618_01485","","YA00082404_02078",""
"coaE","","Dephospho-CoA kinase","3","3","1","1","1317","315","1","","602","602","602","HM00108598_01005","HM00110618_01464","","YA00082404_02099",""
"group_973","","hypothetical protein","3","3","1","1","2216","175","1","","722","722","722","HM00108598_01013","HM00110618_01456","","YA00082404_02107",""
"rne","","Ribonuclease E","3","3","1","1","1319","345","1","","1361","1361","1361","HM00108598_01025","HM00110618_01332","","YA00082404_01961",""
"dtd","","D-aminoacyl-tRNA deacylase","3","3","1","1","1320","282","1","","452","452","452","HM00108598_01046","HM00110618_01311","","YA00082404_01982",""
"iscS_2","","Cysteine desulfurase IscS","3","3","1","1","2172","217","1","","1148","1148","1148","HM00108598_01055","HM00110618_01302","","YA00082404_01991",""
"group_978","","hypothetical protein","3","3","1","1","1349","1","110","","392","392","392","HM00108598_01069","HM00110618_02774","","YA00082404_03026",""
"proB","","Glutamate 5-kinase","3","3","1","1","1353","45","3","","830","830","830","HM00108598_01074","HM00110618_02769","","YA00082404_02736",""
"proA","","Gamma-glutamyl phosphate reductase","3","3","1","1","1352","45","2","","1247","1247","1247","HM00108598_01075","HM00110618_02768","","YA00082404_02735",""
"group_981","","Monoacylglycerol lipase","3","3","1","1","1351","45","1","","914","914","914","HM00108598_01076","HM00110618_02767","","YA00082404_02734",""
"group_982","","hypothetical protein","3","3","1","1","1895","324","1","","461","461","461","HM00108598_01078","HM00110618_02765","","YA00082404_02732",""
"group_984","gpmA_4","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","3","3","1","1","1355","46","3","","599","599","599","HM00108598_01093","HM00110618_02837","","YA00082404_02717",""
"group_985","","hypothetical protein","3","3","1","1","1356","46","2","","407","407","407","HM00108598_01094","HM00110618_02836","","YA00082404_02716",""
"group_986","","hypothetical protein","3","3","1","1","1357","46","1","","593","593","593","HM00108598_01095","HM00110618_02835","","YA00082404_02715",""
"group_987","","hypothetical protein","3","3","1","1","1876","39","1","","1391","1391","1391","HM00108598_01097","HM00110618_02833","","YA00082404_02713",""
